region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,pred,price,id
san luis obispo,2016,toyota,excellent,4 cylinders,gas,58546,clean,manual,fwd,full-size,sedan,black,ca,15155.298730097828,18202.0,13658
muncie / anderson,2010,ford,excellent,6 cylinders,gas,140738,clean,automatic,fwd,full-size,pickup,grey,in,12919.589272558806,4060.0,13667
detroit metro,2020,hyundai,excellent,4 cylinders,gas,-1,rebuilt,automatic,fwd,compact,sedan,black,mi,10649.153552804259,6446.0,13678
salt lake city,2005,chevrolet,excellent,8 cylinders,gas,146468,clean,manual,4wd,full-size,pickup,grey,ut,13209.856341637787,12101.0,13690
central NJ,2013,volkswagen,excellent,6 cylinders,-1,76666,salvage,automatic,fwd,mid-size,sedan,black,nj,10006.694042928633,16653.0,13694
knoxville,2010,chevrolet,good,8 cylinders,gas,94425,-1,automatic,4wd,full-size,-1,black,tn,14936.05314936128,9640.0,13701
south jersey,2018,bmw,excellent,6 cylinders,gas,28813,clean,automatic,fwd,mid-size,sedan,blue,nj,21095.801869601128,28148.0,13712
san diego,2010,bmw,excellent,4 cylinders,-1,78419,clean,automatic,fwd,mid-size,sedan,black,ca,10764.822830934194,7424.0,13717
south bend / michiana,2013,honda,excellent,4 cylinders,gas,152497,clean,automatic,fwd,compact,sedan,blue,in,7044.880756396917,6201.0,13719
stockton,2015,nissan,excellent,4 cylinders,gas,112613,clean,automatic,fwd,mid-size,SUV,silver,ca,11321.360202916083,9387.0,13722
san antonio,1980,chevrolet,fair,8 cylinders,gas,98921,clean,automatic,rwd,full-size,coupe,black,tx,8180.683281917241,10948.0,13730
jacksonville,2013,toyota,excellent,4 cylinders,gas,85883,-1,automatic,fwd,sub-compact,-1,silver,fl,9792.348174907384,16932.0,13740
rochester,2016,gmc,like new,6 cylinders,gas,34141,clean,manual,4wd,full-size,SUV,black,ny,31261.580604042974,33552.0,13757
el paso,2007,mercedes-benz,like new,6 cylinders,-1,101223,clean,other,rwd,full-size,sedan,brown,tx,10623.80596176174,3857.0,13758
milwaukee,2015,ford,good,5 cylinders,gas,59903,clean,automatic,fwd,full-size,sedan,black,wi,16332.099109117058,8226.0,13761
las vegas,1970,ford,excellent,8 cylinders,gas,13686,clean,automatic,rwd,mid-size,van,red,nv,20406.635989505914,4528.0,13771
richmond,2015,ford,good,4 cylinders,gas,229269,clean,automatic,fwd,full-size,hatchback,black,va,8233.035027328995,6155.0,13785
brownsville,1999,bmw,good,6 cylinders,gas,153375,clean,automatic,4wd,mid-size,SUV,brown,tx,8586.643924091128,3509.0,13806
tampa bay area,2017,chevrolet,excellent,4 cylinders,gas,137559,clean,automatic,4wd,full-size,SUV,black,fl,18776.348671104875,27408.0,13811
myrtle beach,2012,subaru,excellent,4 cylinders,gas,119868,clean,automatic,fwd,mid-size,sedan,blue,sc,9837.749666888383,15618.0,13819
baltimore,2011,ford,good,6 cylinders,diesel,158739,clean,manual,4wd,full-size,pickup,white,md,18558.201545585063,24579.0,13820
north jersey,2014,volkswagen,fair,4 cylinders,gas,119685,clean,automatic,fwd,full-size,sedan,red,nj,5068.872022096184,6251.0,13824
rochester,1968,chevrolet,excellent,8 cylinders,gas,72601,clean,automatic,4wd,full-size,pickup,green,ny,19195.434114612755,17376.0,13827
mohave county,2014,bmw,excellent,4 cylinders,gas,94997,rebuilt,manual,fwd,mid-size,sedan,silver,az,10637.908557586488,2945.0,13844
tampa bay area,2014,ford,excellent,4 cylinders,gas,26766,clean,other,fwd,mid-size,coupe,white,fl,19474.646012295154,10903.0,13849
tucson,2011,ford,excellent,4 cylinders,gas,103176,clean,automatic,fwd,mid-size,sedan,blue,az,10796.575232032803,18111.0,13851
minneapolis / st paul,2013,honda,like new,4 cylinders,gas,93476,clean,automatic,fwd,mid-size,sedan,red,mn,8555.081281982479,8491.0,13859
myrtle beach,1996,chevrolet,excellent,8 cylinders,gas,179713,clean,manual,4wd,full-size,truck,green,sc,11447.77662669879,19422.0,13862
philadelphia,2008,buick,excellent,4 cylinders,gas,96553,clean,automatic,fwd,mid-size,sedan,red,pa,6989.135964550194,8848.0,13871
greenville / upstate,2016,ram,excellent,6 cylinders,diesel,161082,clean,manual,4wd,full-size,truck,black,-1,34700.906562145916,65791.0,13884
"washington, DC",2014,ford,excellent,4 cylinders,gas,120166,clean,automatic,fwd,mid-size,sedan,green,dc,9270.857625384,12572.0,13888
las vegas,2009,ford,excellent,6 cylinders,gas,168703,clean,automatic,4wd,full-size,truck,silver,nv,15112.003894187626,2131.0,13891
evansville,2014,chrysler,good,4 cylinders,gas,91200,clean,automatic,fwd,compact,coupe,blue,in,7364.363005358842,2808.0,13894
eastern CO,2013,kia,like new,4 cylinders,-1,104585,salvage,automatic,fwd,full-size,sedan,black,co,9505.185783062247,4146.0,13900
rhode island,2012,volkswagen,like new,4 cylinders,hybrid,71835,clean,automatic,fwd,compact,sedan,blue,-1,9544.606301266816,9161.0,13905
ocala,2018,chevrolet,good,4 cylinders,gas,91901,clean,automatic,fwd,full-size,coupe,red,-1,13431.904558643815,16644.0,13920
richmond,2016,ford,good,8 cylinders,gas,31183,clean,automatic,rwd,full-size,truck,black,va,31331.753349851933,44212.0,13937
san antonio,2005,honda,excellent,6 cylinders,gas,157877,rebuilt,automatic,fwd,mid-size,coupe,silver,tx,7063.691424466786,3795.0,13941
omaha / council bluffs,2011,mitsubishi,excellent,4 cylinders,gas,10109,clean,automatic,fwd,compact,sedan,white,ia,14007.482089597848,20051.0,13954
charlotte,2011,buick,good,6 cylinders,gas,109540,clean,automatic,fwd,mid-size,SUV,black,nc,9238.938749991474,8858.0,13968
syracuse,2012,toyota,excellent,6 cylinders,gas,140864,rebuilt,automatic,fwd,mid-size,SUV,silver,ny,10038.714938677964,23803.0,13992
hudson valley,2010,nissan,excellent,4 cylinders,gas,105996,clean,automatic,fwd,mid-size,sedan,grey,ny,8192.686468102154,6324.0,14001
daytona beach,2012,chevrolet,like new,8 cylinders,gas,40462,clean,automatic,4wd,full-size,SUV,black,fl,24669.531309682992,27935.0,14037
st cloud,2012,chevrolet,excellent,4 cylinders,gas,143204,clean,manual,4wd,full-size,truck,black,mn,17920.310121018556,9062.0,14046
palm springs,1992,bmw,good,6 cylinders,-1,135813,clean,manual,rwd,full-size,coupe,blue,ca,8935.27638245013,6945.0,14051
albuquerque,2011,chevrolet,fair,8 cylinders,gas,220140,clean,manual,rwd,mid-size,truck,green,-1,6127.721666164813,3823.0,14067
spokane / coeur d'alene,2010,honda,excellent,6 cylinders,gas,123652,clean,automatic,fwd,compact,sedan,white,id,8001.019357212004,6680.0,14076
albany,2007,bmw,good,4 cylinders,gas,78997,clean,automatic,fwd,compact,sedan,black,ny,6848.440971840289,5610.0,14085
huntsville / decatur,2019,ford,excellent,6 cylinders,gas,106191,clean,automatic,4wd,full-size,SUV,black,al,21425.25192198914,11781.0,14107
denver,2015,honda,excellent,4 cylinders,gas,5135,clean,automatic,fwd,mid-size,SUV,silver,co,18425.8082277925,23643.0,14110
reno / tahoe,2015,buick,excellent,6 cylinders,gas,47698,clean,automatic,4wd,full-size,SUV,blue,ca,24781.70618870121,19056.0,14122
richmond,2011,ram,excellent,6 cylinders,diesel,143881,clean,manual,4wd,full-size,pickup,black,va,24225.197544876602,34606.0,14145
tucson,2006,mazda,fair,4 cylinders,gas,121224,clean,automatic,fwd,mid-size,other,black,az,4718.833282686886,5838.0,14163
nashville,2011,chevrolet,excellent,8 cylinders,gas,41662,clean,automatic,4wd,full-size,coupe,white,tn,23615.618362341193,17743.0,14164
wilmington,2009,ford,excellent,8 cylinders,gas,109576,clean,automatic,4wd,full-size,sedan,black,de,12753.968929488328,27536.0,14169
richmond,2012,nissan,excellent,6 cylinders,gas,88743,clean,automatic,fwd,sub-compact,sedan,silver,va,9253.086154364166,7624.0,14171
fargo / moorhead,2006,toyota,fair,6 cylinders,gas,94366,clean,automatic,fwd,full-size,SUV,silver,-1,6035.648438178119,3309.0,14187
duluth / superior,2017,ford,excellent,4 cylinders,gas,75892,clean,automatic,fwd,mid-size,SUV,silver,mn,17317.41893437144,20922.0,14188
new hampshire,2011,buick,fair,6 cylinders,gas,165062,clean,manual,fwd,full-size,sedan,blue,nh,5224.645015061018,4101.0,14199
billings,2014,nissan,excellent,6 cylinders,-1,95902,clean,automatic,fwd,full-size,SUV,black,mt,13051.051609180984,22878.0,14218
state college,2009,bmw,like new,4 cylinders,gas,89809,clean,manual,4wd,mid-size,coupe,silver,pa,12697.391299747047,6996.0,14232
dayton / springfield,2007,ford,good,6 cylinders,gas,266027,clean,automatic,fwd,full-size,SUV,black,oh,4624.623095974443,5756.0,14236
orlando,2003,chevrolet,excellent,6 cylinders,gas,114816,clean,automatic,rwd,full-size,pickup,blue,fl,14766.822439391282,25229.0,14241
new york city,2014,buick,excellent,6 cylinders,-1,115239,clean,automatic,fwd,mid-size,sedan,blue,ny,10410.29772905272,25765.0,14254
treasure coast,1986,chevrolet,fair,8 cylinders,gas,270640,clean,manual,fwd,mid-size,coupe,green,fl,3143.2542435397627,3376.0,14291
pueblo,1998,ford,excellent,6 cylinders,gas,163344,clean,manual,fwd,mid-size,van,green,co,7173.661466894788,17972.0,14325
jersey shore,2010,toyota,excellent,4 cylinders,-1,290687,clean,manual,fwd,mid-size,hatchback,white,nj,7119.317512892303,6488.0,14339
sarasota-bradenton,2011,ford,excellent,8 cylinders,diesel,157371,-1,automatic,4wd,full-size,-1,blue,fl,23673.063222095487,20626.0,14356
texoma,2011,bmw,excellent,6 cylinders,gas,92501,clean,manual,rwd,mid-size,coupe,green,ok,12998.482827372965,19259.0,14411
central NJ,1984,dodge,excellent,6 cylinders,gas,101963,clean,automatic,fwd,mid-size,SUV,red,nj,8837.570421699551,6246.0,14413
moses lake,2007,bmw,good,6 cylinders,gas,194230,clean,automatic,rwd,full-size,sedan,black,wa,6591.775883153197,5643.0,14414
rhode island,2013,buick,excellent,4 cylinders,gas,132495,clean,manual,fwd,full-size,sedan,red,ri,7821.241367939976,3173.0,14422
syracuse,2007,ram,excellent,6 cylinders,diesel,111331,clean,manual,4wd,full-size,pickup,black,ny,22311.94296348479,17400.0,14433
wichita,2012,volkswagen,good,4 cylinders,gas,66686,clean,automatic,fwd,compact,sedan,black,ks,7970.084420759347,4454.0,14441
reno / tahoe,1996,ford,good,8 cylinders,diesel,165433,clean,automatic,4wd,full-size,truck,blue,ca,16500.688281897572,5289.0,14453
central michigan,2005,ford,excellent,6 cylinders,gas,156784,clean,automatic,4wd,full-size,truck,green,mi,12179.923633061466,2252.0,14461
denver,1996,volkswagen,fair,4 cylinders,gas,268539,clean,manual,fwd,mid-size,wagon,green,co,2740.1036770382198,4767.0,14468
el paso,2013,ford,excellent,8 cylinders,gas,159963,rebuilt,automatic,4wd,full-size,truck,black,tx,19342.854909438756,2096.0,14488
south jersey,2016,chevrolet,excellent,8 cylinders,gas,117765,clean,automatic,4wd,full-size,SUV,blue,nj,19558.162712849793,19297.0,14490
albany,2017,ford,good,4 cylinders,gas,52351,clean,manual,fwd,mid-size,coupe,grey,ny,16811.386695202556,20492.0,14512
central NJ,1959,chevrolet,excellent,8 cylinders,gas,92459,clean,automatic,rwd,full-size,truck,white,nj,23194.765846252558,24982.0,14514
albuquerque,2015,bmw,like new,6 cylinders,gas,92750,clean,automatic,fwd,full-size,SUV,black,nm,15043.94893890631,18612.0,14517
north jersey,1996,ram,excellent,6 cylinders,diesel,222970,clean,manual,4wd,full-size,pickup,green,nj,13767.860928405193,13922.0,14536
fort collins / north CO,2010,ford,excellent,4 cylinders,gas,64243,clean,automatic,fwd,mid-size,sedan,black,co,12814.975106120226,11155.0,14542
san diego,2013,ford,excellent,6 cylinders,gas,99803,-1,automatic,fwd,mid-size,-1,white,ca,13637.191961903241,11932.0,14562
memphis,2006,ford,good,6 cylinders,gas,196060,clean,automatic,fwd,full-size,SUV,black,tn,6301.312320962665,16914.0,14582
central NJ,2014,ford,like new,6 cylinders,gas,12837,clean,automatic,rwd,full-size,truck,silver,nj,31077.206842616317,35133.0,14586
fargo / moorhead,1992,ram,excellent,6 cylinders,gas,92065,clean,automatic,rwd,full-size,SUV,black,mn,16472.803524661926,13745.0,14667
syracuse,1996,ram,excellent,6 cylinders,diesel,222930,-1,manual,4wd,full-size,-1,silver,ny,19097.864802777884,18656.0,14670
dallas / fort worth,2011,honda,excellent,4 cylinders,gas,239048,rebuilt,automatic,fwd,compact,sedan,red,tx,5324.117592699942,3292.0,14675
tucson,2013,kia,excellent,4 cylinders,gas,102841,clean,automatic,fwd,full-size,sedan,green,-1,8788.970194392023,6505.0,14677
el paso,2014,nissan,excellent,4 cylinders,-1,71888,clean,automatic,fwd,compact,sedan,silver,tx,11040.611946337041,10670.0,14714
los angeles,2014,honda,good,4 cylinders,gas,85245,clean,automatic,fwd,compact,coupe,blue,ca,8818.648746706662,4523.0,14717
st cloud,2011,ford,excellent,8 cylinders,gas,132934,clean,manual,4wd,full-size,truck,silver,-1,17639.674067728338,16636.0,14720
boise,2014,jeep,like new,6 cylinders,gas,121531,clean,other,4wd,full-size,SUV,black,id,18277.693219829467,25708.0,14731
pittsburgh,2013,bmw,like new,6 cylinders,gas,79122,clean,automatic,4wd,full-size,SUV,black,pa,18881.633647654322,18877.0,14752
fayetteville,2012,buick,new,4 cylinders,gas,169457,clean,automatic,fwd,full-size,sedan,blue,nc,6893.2269481347175,10499.0,14764
birmingham,2012,rover,like new,4 cylinders,gas,93398,clean,automatic,4wd,compact,SUV,black,al,16688.105591446278,27367.0,14765
pittsburgh,2014,honda,excellent,4 cylinders,gas,122872,clean,automatic,fwd,mid-size,sedan,blue,-1,9230.637805752573,19862.0,14776
central NJ,2010,chevrolet,excellent,8 cylinders,gas,67951,clean,automatic,fwd,full-size,SUV,black,nj,14309.266923278687,4805.0,14778
janesville,2009,ram,like new,8 cylinders,diesel,158177,clean,automatic,4wd,full-size,truck,blue,wi,25660.17789963272,25499.0,14792
northern michigan,2012,honda,good,4 cylinders,gas,34943,clean,automatic,fwd,full-size,mini-van,custom,mi,11752.463711429504,9065.0,14822
jacksonville,2016,bmw,excellent,6 cylinders,gas,35165,clean,automatic,fwd,mid-size,sedan,blue,fl,20931.63347231236,11844.0,14850
treasure coast,2002,ford,excellent,8 cylinders,gas,163644,clean,manual,4wd,full-size,truck,green,fl,12149.309731088695,1373.0,14852
inland empire,1975,chevrolet,good,8 cylinders,gas,33677,clean,automatic,rwd,full-size,truck,white,ca,23282.268692676094,45623.0,14884
humboldt county,2014,ford,excellent,4 cylinders,gas,287007,clean,automatic,4wd,mid-size,SUV,black,ca,12398.570098374155,9113.0,14898
central NJ,1990,dodge,excellent,6 cylinders,gas,98178,-1,automatic,rwd,full-size,-1,black,nj,12638.791379545,10411.0,14927
columbia / jeff city,2008,toyota,like new,6 cylinders,gas,274435,clean,automatic,fwd,compact,sedan,silver,mo,4572.157417822746,9563.0,14928
knoxville,2011,chevrolet,good,4 cylinders,gas,48791,clean,automatic,fwd,full-size,sedan,black,tn,13694.406257096794,2955.0,14940
rhode island,2009,chevrolet,excellent,6 cylinders,gas,89578,clean,automatic,rwd,full-size,coupe,black,ri,14831.91244128358,13251.0,14946
boulder,2013,honda,fair,6 cylinders,gas,227338,clean,automatic,fwd,full-size,SUV,black,co,5077.739960331586,1765.0,14950
las vegas,2001,toyota,excellent,6 cylinders,gas,43328,clean,automatic,rwd,full-size,mini-van,black,nv,16400.69720008236,12699.0,14964
redding,2012,ford,excellent,4 cylinders,gas,105102,clean,automatic,fwd,mid-size,sedan,white,ca,11107.05723399308,8399.0,14973
rhode island,2012,bmw,excellent,6 cylinders,gas,92315,clean,automatic,4wd,mid-size,SUV,custom,ri,15981.129321158049,33157.0,14978
yakima,2009,ford,excellent,6 cylinders,-1,90509,clean,manual,fwd,full-size,van,blue,wa,11672.179697007057,18192.0,14984
cedar rapids,2013,ford,excellent,8 cylinders,gas,118495,clean,automatic,4wd,full-size,SUV,black,-1,16703.813642323134,18543.0,14997
phoenix,2021,mitsubishi,like new,4 cylinders,gas,40351,rebuilt,automatic,fwd,mid-size,SUV,black,-1,21228.61357785773,27274.0,15010
bakersfield,2005,chevrolet,good,4 cylinders,gas,46663,salvage,automatic,fwd,full-size,sedan,black,ca,10883.739809010294,8630.0,15038
killeen / temple / ft hood,1995,jeep,like new,6 cylinders,gas,244482,clean,automatic,4wd,mid-size,SUV,red,-1,9195.657121531782,4729.0,15048
odessa / midland,1991,bmw,excellent,6 cylinders,gas,121268,-1,automatic,fwd,mid-size,-1,black,tx,10074.192766813678,6066.0,15049
albany,2013,ford,excellent,6 cylinders,gas,118180,clean,automatic,fwd,mid-size,SUV,white,ny,13197.75476730254,15338.0,15060
wichita,2000,honda,good,4 cylinders,gas,162170,clean,automatic,fwd,compact,sedan,blue,ks,4317.911355240387,3024.0,15066
reno / tahoe,2010,bmw,excellent,6 cylinders,gas,96418,clean,automatic,fwd,full-size,SUV,black,ca,12183.104725305107,7408.0,15102
richmond,2013,jeep,like new,6 cylinders,gas,140978,clean,automatic,4wd,mid-size,SUV,grey,va,14780.089650549111,5771.0,15108
orange county,2009,bmw,excellent,6 cylinders,gas,90358,clean,automatic,fwd,mid-size,sedan,black,ca,10563.816878456739,13487.0,15110
hudson valley,2014,ford,excellent,4 cylinders,-1,101272,rebuilt,automatic,fwd,mid-size,sedan,black,ny,11541.435641158489,9457.0,15112
milwaukee,2011,toyota,excellent,4 cylinders,gas,153001,clean,automatic,fwd,mid-size,sedan,silver,wi,7402.416015081224,6782.0,15114
san luis obispo,2017,ram,excellent,6 cylinders,diesel,8269,clean,manual,rwd,full-size,pickup,blue,ca,39219.904698189464,67975.0,15118
evansville,1976,ford,good,8 cylinders,gas,103074,clean,manual,rwd,mid-size,van,green,-1,8172.014028720674,2493.0,15121
fort collins / north CO,2010,chevrolet,excellent,8 cylinders,gas,141779,clean,automatic,4wd,full-size,pickup,black,co,16645.802433669684,24285.0,15132
harrisonburg,1971,dodge,fair,8 cylinders,gas,79648,clean,automatic,rwd,full-size,coupe,white,-1,10738.528160769609,7669.0,15135
cedar rapids,2018,ford,excellent,8 cylinders,diesel,63019,clean,automatic,4wd,full-size,truck,white,-1,41301.34148300823,21452.0,15139
santa maria,2012,ford,good,4 cylinders,-1,29198,clean,manual,4wd,mid-size,SUV,white,ca,21013.368496824172,7777.0,15155
colorado springs,2010,ford,excellent,6 cylinders,gas,106518,clean,automatic,4wd,full-size,SUV,blue,co,15954.260812357184,11512.0,15161
treasure coast,1995,ford,fair,8 cylinders,gas,143576,clean,automatic,fwd,full-size,SUV,black,-1,6166.131315110368,3713.0,15172
orlando,2017,honda,good,4 cylinders,gas,180871,clean,automatic,fwd,compact,hatchback,blue,fl,7855.483623795328,13187.0,15174
central NJ,2012,ford,good,6 cylinders,gas,106999,clean,automatic,fwd,mid-size,sedan,black,-1,9426.097106162575,17930.0,15184
omaha / council bluffs,2010,ford,excellent,6 cylinders,gas,16534,rebuilt,automatic,4wd,mid-size,SUV,white,ia,25060.89078575757,26952.0,15194
prescott,2018,audi,excellent,4 cylinders,gas,348355,clean,manual,fwd,compact,sedan,white,az,8653.598641537246,6857.0,15195
bend,2014,chevrolet,excellent,4 cylinders,gas,11528,salvage,automatic,4wd,full-size,SUV,black,or,26054.232332695392,17761.0,15215
central michigan,2009,chevrolet,fair,4 cylinders,gas,119772,clean,automatic,fwd,full-size,truck,silver,mi,8183.167839981732,2174.0,15223
atlanta,2008,ford,excellent,8 cylinders,gas,49227,clean,automatic,fwd,full-size,pickup,red,ga,15104.511394668487,12392.0,15238
fayetteville,2008,ford,excellent,6 cylinders,gas,71413,clean,automatic,4wd,full-size,SUV,blue,nc,16876.043031949666,15664.0,15246
wausau,2004,gmc,good,4 cylinders,gas,53554,clean,automatic,4wd,mid-size,SUV,grey,wi,12829.692787993816,3975.0,15261
north dakota,2008,bmw,excellent,6 cylinders,gas,125172,clean,manual,fwd,mid-size,coupe,orange,-1,8981.81217839208,7953.0,15268
central NJ,2011,chevrolet,excellent,6 cylinders,gas,16668,clean,automatic,4wd,mid-size,SUV,red,nj,22607.718237921712,45793.0,15280
colorado springs,2002,buick,like new,6 cylinders,gas,113559,salvage,automatic,fwd,mid-size,sedan,silver,-1,7755.213077910361,3229.0,15281
central NJ,2014,chevrolet,good,8 cylinders,gas,92858,clean,manual,fwd,full-size,sedan,black,nj,9433.407794922707,7622.0,15288
las vegas,2016,chevrolet,like new,4 cylinders,gas,72707,-1,automatic,rwd,mid-size,-1,grey,nv,23505.394846752402,34761.0,15291
madison,2014,ram,like new,8 cylinders,diesel,48856,salvage,automatic,4wd,full-size,truck,green,wi,32206.126343775657,32923.0,15300
omaha / council bluffs,2016,ram,excellent,6 cylinders,diesel,105807,clean,automatic,4wd,full-size,pickup,black,ia,32827.63296725985,25415.0,15315
asheville,2004,toyota,excellent,6 cylinders,gas,207552,rebuilt,automatic,fwd,full-size,SUV,custom,nc,6464.413378127036,6691.0,15318
lehigh valley,2011,chevrolet,excellent,8 cylinders,gas,140067,clean,automatic,fwd,full-size,SUV,black,pa,10680.766567561892,15848.0,15329
rochester,2016,ram,excellent,8 cylinders,diesel,85357,clean,automatic,4wd,full-size,pickup,red,-1,34939.21236064669,65949.0,15350
worcester / central MA,2011,buick,excellent,6 cylinders,gas,150527,clean,automatic,4wd,full-size,SUV,black,ma,13633.047898940858,3615.0,15351
dayton / springfield,2018,mitsubishi,excellent,4 cylinders,gas,54872,clean,automatic,fwd,compact,coupe,blue,oh,16176.075923018274,5253.0,15359
rhode island,2018,saturn,excellent,4 cylinders,gas,139778,clean,automatic,fwd,mid-size,sedan,green,ri,8262.234830681351,2698.0,15362
visalia-tulare,2005,ford,excellent,8 cylinders,gas,143683,clean,automatic,fwd,full-size,sedan,black,ca,7132.678592879442,6968.0,15368
columbus,2008,ford,fair,8 cylinders,gas,90937,clean,manual,rwd,full-size,coupe,green,-1,6866.480612300453,4942.0,15382
hudson valley,1986,ford,fair,4 cylinders,gas,119111,salvage,automatic,fwd,mid-size,sedan,blue,ny,5820.017707137507,3769.0,15385
redding,2014,kia,excellent,4 cylinders,gas,110238,clean,other,fwd,mid-size,sedan,white,ca,10363.663956403849,11697.0,15395
sioux city,2012,bmw,excellent,6 cylinders,-1,116241,clean,automatic,4wd,full-size,SUV,black,-1,15949.081290174392,14496.0,15400
albany,2005,bmw,excellent,6 cylinders,-1,107839,clean,automatic,fwd,mid-size,coupe,silver,ny,8855.737623296794,18166.0,15404
madison,2007,cadillac,good,4 cylinders,gas,148534,rebuilt,automatic,fwd,mid-size,sedan,green,wi,5101.911099083838,5935.0,15429
rhode island,2011,jeep,excellent,6 cylinders,gas,190340,clean,automatic,4wd,full-size,SUV,black,ri,12930.73909962189,31717.0,15432
milwaukee,2018,nissan,excellent,6 cylinders,gas,22745,clean,automatic,fwd,mid-size,pickup,blue,wi,25653.315212722984,25024.0,15439
toledo,1984,ford,fair,8 cylinders,gas,73934,clean,manual,rwd,full-size,coupe,black,oh,10110.75357393932,8292.0,15450
fort collins / north CO,2012,hyundai,excellent,4 cylinders,gas,108094,clean,other,fwd,compact,sedan,black,co,7031.944086488453,4432.0,15455
portland,2000,toyota,good,6 cylinders,gas,176223,clean,automatic,fwd,full-size,mini-van,custom,or,4889.287050338578,4225.0,15456
madison,2015,bmw,excellent,8 cylinders,gas,105967,lien,automatic,4wd,full-size,SUV,black,wi,18527.15394446638,12312.0,15479
central NJ,2007,ford,good,10 cylinders,-1,128358,clean,automatic,fwd,full-size,truck,white,nj,9528.108568616328,19585.0,15500
gainesville,1991,bmw,excellent,6 cylinders,gas,108954,clean,automatic,rwd,mid-size,coupe,black,fl,12620.367658633855,4266.0,15514
phoenix,2013,ram,excellent,6 cylinders,diesel,155213,clean,manual,4wd,full-size,truck,blue,az,24779.964255515602,42804.0,15521
medford-ashland,1981,ram,excellent,8 cylinders,gas,87066,clean,automatic,4wd,full-size,truck,green,or,16789.407118562725,10493.0,15540
duluth / superior,2017,ram,excellent,8 cylinders,diesel,131507,clean,automatic,4wd,full-size,truck,white,mn,36437.816582229105,39366.0,15543
central NJ,2015,jeep,excellent,6 cylinders,gas,205377,clean,automatic,4wd,full-size,SUV,blue,nj,15200.183597222087,26588.0,15544
pittsburgh,2017,audi,excellent,4 cylinders,gas,58085,rebuilt,automatic,fwd,mid-size,sedan,silver,pa,17768.39831941214,14671.0,15550
chicago,2012,buick,excellent,4 cylinders,gas,89166,clean,automatic,fwd,mid-size,SUV,green,il,10513.684399910388,6825.0,15555
norfolk / hampton roads,2006,chrysler,like new,6 cylinders,gas,115171,clean,automatic,fwd,mid-size,coupe,blue,va,7721.19463575643,7170.0,15565
atlanta,2003,ford,good,8 cylinders,gas,193226,clean,automatic,4wd,full-size,SUV,black,ga,6801.863521710155,3433.0,15580
tampa bay area,2013,toyota,excellent,4 cylinders,gas,119730,clean,automatic,fwd,compact,sedan,silver,fl,6822.811051122961,4045.0,15581
rochester,2004,jeep,fair,6 cylinders,gas,126078,clean,automatic,4wd,mid-size,SUV,green,ny,6637.413230262813,19631.0,15584
houston,1996,ford,good,4 cylinders,gas,223016,clean,manual,4wd,full-size,truck,green,tx,6789.123165123281,8080.0,15607
gainesville,2013,ford,excellent,4 cylinders,gas,124542,clean,automatic,fwd,mid-size,SUV,blue,fl,12101.785928715137,7901.0,15609
killeen / temple / ft hood,2008,toyota,excellent,6 cylinders,gas,86423,clean,automatic,fwd,mid-size,SUV,black,-1,10151.973596044001,16005.0,15611
yakima,2011,ford,good,4 cylinders,gas,57999,clean,automatic,fwd,full-size,truck,black,wa,15560.373651012895,3330.0,15613
tampa bay area,2016,ford,excellent,6 cylinders,gas,5836,clean,automatic,rwd,full-size,truck,blue,-1,36214.80959443387,30917.0,15617
dayton / springfield,1993,pontiac,good,8 cylinders,gas,126045,clean,automatic,rwd,full-size,coupe,yellow,oh,6592.6561159641715,7437.0,15628
new york city,2013,chevrolet,good,6 cylinders,gas,143472,rebuilt,automatic,4wd,full-size,truck,silver,ny,15114.75493033987,18480.0,15665
erie,2004,bmw,excellent,8 cylinders,gas,61018,clean,manual,rwd,full-size,convertible,silver,pa,14437.197933189687,8275.0,15666
treasure coast,2016,ford,excellent,4 cylinders,gas,36466,rebuilt,automatic,fwd,mid-size,van,white,fl,22852.892048832146,15399.0,15687
richmond,2009,ford,excellent,8 cylinders,diesel,95335,clean,manual,rwd,full-size,sedan,black,va,16180.45499904838,14810.0,15689
worcester / central MA,1997,chevrolet,excellent,4 cylinders,gas,113042,-1,automatic,4wd,full-size,-1,blue,ma,13561.205719832447,7383.0,15709
muncie / anderson,2014,mazda,excellent,4 cylinders,gas,91489,clean,automatic,fwd,compact,hatchback,white,in,8883.899967584875,16878.0,15725
ft myers / SW florida,2013,nissan,excellent,4 cylinders,gas,163850,clean,automatic,fwd,full-size,sedan,blue,fl,8138.5675760732265,2640.0,15726
santa maria,2010,ram,fair,6 cylinders,diesel,206288,clean,automatic,4wd,full-size,truck,silver,ca,14366.88533857849,18589.0,15728
cedar rapids,2002,jeep,excellent,6 cylinders,gas,162585,clean,automatic,4wd,full-size,SUV,black,ia,12417.789928943035,24001.0,15729
buffalo,2001,chrysler,good,6 cylinders,gas,118628,clean,automatic,fwd,mid-size,coupe,silver,-1,5275.327706642565,1694.0,15733
syracuse,2011,ford,excellent,6 cylinders,diesel,133121,clean,automatic,4wd,full-size,truck,white,ny,23037.02883746114,11017.0,15754
lehigh valley,2014,nissan,excellent,4 cylinders,gas,99109,clean,automatic,fwd,mid-size,sedan,black,-1,9214.23789041501,4629.0,15763
denver,2017,subaru,excellent,4 cylinders,gas,141833,clean,manual,fwd,compact,wagon,grey,co,10389.573618330178,22102.0,15766
